買賣租管;ㄇㄞㄇㄞㄗㄨㄍㄨㄢ;maimaizuguan
王家文眼科視學博士;ㄨㄤㄐ一ㄚㄨㄣ一ㄢㄎㄜㄕㄒㄩㄝㄅㄛㄕ;wangjiawenyankeshixueboshi
菜肉雲吞;ㄘㄞㄖㄡㄩㄣㄊㄨㄣ;cairouyuntun
產後檢測;ㄔㄢㄏㄡㄐ一ㄢㄘㄜ;chanhoujiance
海港大酒樓;ㄏㄞㄍㄤㄉㄚㄐ一ㄡㄌㄡ,ㄏㄞㄍㄤㄉㄞㄐ一ㄡㄌㄡ;haigangdaijiulou,haigangdajiulou
建築改造;ㄐ一ㄢㄓㄨㄍㄞㄗㄠ;jianzhugaizao
麻辣麵;ㄇㄚㄌㄚㄇ一ㄢ;malamian
駿興櫥櫃石材;ㄐㄩㄣㄒ一ㄥㄔㄨㄍㄨㄟㄉㄢㄘㄞ,ㄐㄩㄣㄒ一ㄥㄔㄨㄍㄨㄟㄕㄘㄞ;junxingchuguishicai,junxingchuguidancai
宏美農產休閒食品批發;ㄏㄨㄥㄇㄟㄋㄨㄥㄔㄢㄒ一ㄡㄒ一ㄢㄕㄆ一ㄣㄆ一ㄈㄚ,ㄏㄨㄥㄇㄟㄋㄨㄥㄔㄢㄒ一ㄡㄒ一ㄢㄙㄆ一ㄣㄆ一ㄈㄚ,ㄏㄨㄥㄇㄟㄋㄨㄥㄔㄢㄒ一ㄡㄐ一ㄢㄕㄆ一ㄣㄆ一ㄈㄚ,ㄏㄨㄥㄇㄟㄋㄨㄥㄔㄢㄒ一ㄡㄐ一ㄢㄙㄆ一ㄣㄆ一ㄈㄚ;hongmeinongchanxiuxianshipinpifa,hongmeinongchanxiuxiansipinpifa,hongmeinongchanxiujianshipinpifa,hongmeinongchanxiujiansipinpifa
金鋪保險箱;ㄐ一ㄣㄆㄨㄅㄠㄒ一ㄢㄒ一ㄤ;jinpubaoxianxiang
員工薪資申報;ㄩㄢㄍㄨㄥㄒ一ㄣㄗㄕㄣㄅㄠ;yuangongxinzishenbao
室内裝修;ㄕㄋㄟㄓㄨㄤㄒ一ㄡ;shineizhuangxiu
電腦掃描;ㄉ一ㄢㄋㄠㄙㄠㄇ一ㄠ;diannaosaomiao
迪斯尼接送;ㄉ一ㄙㄋ一ㄐ一ㄝㄙㄨㄥ;disinijiesong
洪氏車庫門;ㄏㄨㄥㄕㄔㄜㄎㄨㄇㄣ,ㄏㄨㄥㄕㄐㄩㄎㄨㄇㄣ;hongshijukumen,hongshichekumen
團結旅遊;ㄊㄨㄢㄐ一ㄝㄌㄩ一ㄡ;tuanjielvyou
寶特瓶回收;ㄅㄠㄊㄜㄆ一ㄥㄏㄨㄟㄕㄡ;baotepinghuishou
脊椎退化變形矯治;ㄐ一ㄓㄨㄟㄊㄨㄟㄏㄨㄚㄅ一ㄢㄒ一ㄥㄐ一ㄠㄓ,ㄐ一ㄔㄨㄟㄊㄨㄟㄏㄨㄚㄅ一ㄢㄒ一ㄥㄐ一ㄠㄓ;jizhuituihuabianxingjiaozhi,jichuituihuabianxingjiaozhi
花雕酒;ㄏㄨㄚㄉ一ㄠㄐ一ㄡ;huadiaojiu
東方錦鯉;ㄉㄨㄥㄈㄤㄐ一ㄣㄌ一;dongfangjinli
布織道;ㄅㄨㄓㄉㄠ;buzhidao
糖尿眼;ㄊㄤㄙㄨㄟ一ㄢ,ㄊㄤㄋ一ㄠ一ㄢ;tangniaoyan,tangsuiyan
天天漁港;ㄊ一ㄢㄊ一ㄢㄩㄍㄤ;tiantianyugang
聖地牙哥富豪;ㄕㄥㄉ一一ㄚㄍㄜㄈㄨㄏㄠ,ㄕㄥㄉㄜ一ㄚㄍㄜㄈㄨㄏㄠ;shengdeyagefuhao,shengdiyagefuhao
美国;ㄇㄟㄍㄨㄛ;meiguo
禮山屋;ㄌ一ㄕㄢㄨ;lishanwu
修車噴漆;ㄒ一ㄡㄔㄜㄆㄣㄑ一,ㄒ一ㄡㄐㄩㄆㄣㄑ一;xiujupenqi,xiuchepenqi
牙銀流血;一ㄚ一ㄣㄌ一ㄡㄒㄩㄝ,一ㄚ一ㄣㄌ一ㄡㄒ一ㄝ;yayinliuxue,yayinliuxie
土地分離;ㄊㄨㄉ一ㄈㄣㄌ一,ㄊㄨㄉㄜㄈㄣㄌ一;tudefenli,tudifenli
關東;ㄍㄨㄢㄉㄨㄥ;guandong
腿骨痛;ㄊㄨㄟㄍㄨㄊㄨㄥ;tuigutong
鐵路運輸;ㄊ一ㄝㄌㄨㄩㄣㄕㄨ;tieluyunshu
寄宿;ㄐ一ㄙㄨ,ㄐ一ㄒ一ㄡ;jixiu,jisu
健身養身書籍;ㄐ一ㄢㄕㄣ一ㄤㄕㄣㄕㄨㄐ一;jianshenyangshenshuji
精武館瑜珈中心;ㄐ一ㄥㄨㄍㄨㄢㄩㄐ一ㄚㄓㄨㄥㄒ一ㄣ;jingwuguanyujiazhongxin
新煮意;ㄒ一ㄣㄓㄨ一;xinzhuyi
瓜地馬拉領事館;ㄍㄨㄚㄉ一ㄇㄚㄌㄚㄌ一ㄥㄕㄍㄨㄢ,ㄍㄨㄚㄉㄜㄇㄚㄌㄚㄌ一ㄥㄕㄍㄨㄢ;guademalalingshiguan,guadimalalingshiguan
離婚資產;ㄌ一ㄏㄨㄣㄗㄔㄢ;lihunzichan
東方超級市場;ㄉㄨㄥㄈㄤㄔㄠㄐ一ㄕㄔㄤ;dongfangchaojishichang
BMW維修;BMWㄨㄟㄒ一ㄡ;BMWweixiu
中藥秘方;ㄓㄨㄥ一ㄠㄇ一ㄈㄤ,ㄓㄨㄥ一ㄠㄅ一ㄈㄤ,ㄓㄨㄥ一ㄠㄅ一ㄝㄈㄤ;zhongyaobiefang,zhongyaomifang,zhongyaobifang
長期護理險;ㄓㄤㄑ一ㄏㄨㄌ一ㄒ一ㄢ,ㄔㄤㄑ一ㄏㄨㄌ一ㄒ一ㄢ;changqihulixian,zhangqihulixian
肩痠痛;ㄐ一ㄢㄙㄨㄢㄊㄨㄥ;jiansuantong
三角函數;ㄙㄢㄐㄩㄝㄏㄢㄕㄨㄚ,ㄙㄢㄐㄩㄝㄏㄢㄕㄨ,ㄙㄢㄐ一ㄠㄏㄢㄕㄨㄚ,ㄙㄢㄐ一ㄠㄏㄢㄕㄨ;sanjuehanshuo,sanjuehanshu,sanjiaohanshuo,sanjiaohanshu
縫紉機訂做縫紉機;ㄈㄥㄖㄣㄐ一ㄉ一ㄥㄗㄨㄛㄈㄥㄖㄣㄐ一;fengrenjidingzuofengrenji
北極冷暖氣冷凍修理安裝;ㄅㄟㄐ一ㄌㄥㄋㄨㄢㄑ一ㄌㄥㄉㄨㄥㄒ一ㄡㄌ一ㄢㄓㄨㄤ;beijilengnuanqilengdongxiulianzhuang
樓外樓;ㄌㄡㄨㄞㄌㄡ;louwailou
二手汽車玻璃行;ㄦㄕㄡㄑ一ㄔㄜㄅㄛㄌ一ㄒ一ㄥ,ㄦㄕㄡㄑ一ㄔㄜㄅㄛㄌ一ㄏㄤ,ㄦㄕㄡㄑ一ㄐㄩㄅㄛㄌ一ㄒ一ㄥ,ㄦㄕㄡㄑ一ㄐㄩㄅㄛㄌ一ㄏㄤ;ershouqijubolixing,ershouqijubolihang,ershouqichebolixing,ershouqichebolihang
自設工廠;ㄗㄕㄜㄍㄨㄥㄔㄤ;zishegongchang
美國生產製造;ㄇㄟㄍㄨㄛㄕㄥㄔㄢㄓㄗㄠ;meiguoshengchanzhizao
兒童營養發育諮詢;ㄦㄊㄨㄥ一ㄥ一ㄤㄈㄚㄩㄗㄒㄩㄣ;ertongyingyangfayuzixun
雪肌精;ㄒㄩㄝㄐ一ㄐ一ㄥ;xuejijing
免費上課;ㄇ一ㄢㄈㄟㄕㄤㄎㄜ,ㄇ一ㄢㄅ一ㄕㄤㄎㄜ;mianbishangke,mianfeishangke
好萊塢鋼琴公司;ㄏㄠㄌㄞㄨㄍㄤㄑ一ㄣㄍㄨㄥㄙ;haolaiwugangqingongsi
公司慶典;ㄍㄨㄥㄙㄑ一ㄥㄉ一ㄢ;gongsiqingdian
宇宙地產管理;ㄩㄓㄡㄉ一ㄔㄢㄍㄨㄢㄌ一,ㄩㄓㄡㄉㄜㄔㄢㄍㄨㄢㄌ一;yuzhoudechanguanli,yuzhoudichanguanli
冷熱石按摩;ㄌㄥㄖㄜㄉㄢㄢㄇㄛ,ㄌㄥㄖㄜㄕㄢㄇㄛ;lengreshianmo,lengredananmo
假髮訂做假髮;ㄐ一ㄚㄈㄚㄉ一ㄥㄗㄨㄛㄐ一ㄚㄈㄚ;jiafadingzuojiafa
合家歡影視;ㄍㄜㄐ一ㄚㄏㄨㄢ一ㄥㄕ,ㄏㄜㄐ一ㄚㄏㄨㄢ一ㄥㄕ;gejiahuanyingshi,hejiahuanyingshi
中央冷暖氣保養;ㄓㄨㄥ一ㄤㄌㄥㄋㄨㄢㄑ一ㄅㄠ一ㄤ;zhongyanglengnuanqibaoyang
老人保險;ㄌㄠㄖㄣㄅㄠㄒ一ㄢ;laorenbaoxian
換屋頂;ㄏㄨㄢㄨㄉ一ㄥ;huanwuding
麻辣火鍋;ㄇㄚㄌㄚㄏㄨㄛㄍㄨㄛ;malahuoguo
合意印刷‧招牌;ㄍㄜ一一ㄣㄕㄨㄚ‧ㄓㄠㄆㄞ,ㄏㄜ一一ㄣㄕㄨㄚ‧ㄓㄠㄆㄞ;geyiyinshua‧zhaopai,heyiyinshua‧zhaopai
燕京會計師事務所─蔡燕冬會計師;一ㄢㄐ一ㄥㄏㄨㄟㄐ一ㄕㄕㄨㄙㄨㄛ─ㄘㄞ一ㄢㄉㄨㄥㄏㄨㄟㄐ一ㄕ,一ㄢㄐ一ㄥㄏㄨㄟㄐ一ㄕㄕㄨㄙㄨㄛ─ㄘㄞ一ㄢㄉㄨㄥㄎㄨㄞㄐ一ㄕ,一ㄢㄐ一ㄥㄎㄨㄞㄐ一ㄕㄕㄨㄙㄨㄛ─ㄘㄞ一ㄢㄉㄨㄥㄏㄨㄟㄐ一ㄕ,一ㄢㄐ一ㄥㄎㄨㄞㄐ一ㄕㄕㄨㄙㄨㄛ─ㄘㄞ一ㄢㄉㄨㄥㄎㄨㄞㄐ一ㄕ;yanjingkuaijishishiwusuo─caiyandongkuaijishi,yanjingkuaijishishiwusuo─caiyandonghuijishi,yanjinghuijishishiwusuo─caiyandongkuaijishi,yanjinghuijishishiwusuo─caiyandonghuijishi
信託稅申報;ㄒ一ㄣㄊㄨㄛㄕㄨㄟㄕㄣㄅㄠ;xintuoshuishenbao
室內演場會場地;ㄕㄋㄟ一ㄢㄔㄤㄏㄨㄟㄔㄤㄉ一,ㄕㄋㄟ一ㄢㄔㄤㄏㄨㄟㄔㄤㄉㄜ,ㄕㄋㄟ一ㄢㄔㄤㄎㄨㄞㄔㄤㄉ一,ㄕㄋㄟ一ㄢㄔㄤㄎㄨㄞㄔㄤㄉㄜ;shineiyanchangkuaichangde,shineiyanchangkuaichangdi,shineiyanchanghuichangde,shineiyanchanghuichangdi
謝驍嶸神經外科醫學博士;ㄒ一ㄝㄒ一ㄠㄖㄨㄥㄕㄣㄐ一ㄥㄨㄞㄎㄜ一ㄒㄩㄝㄅㄛㄕ;xiexiaorongshenjingwaikeyixueboshi
拼花餐館地毯;ㄆ一ㄣㄏㄨㄚㄘㄢㄍㄨㄢㄉ一ㄊㄢ,ㄆ一ㄣㄏㄨㄚㄘㄢㄍㄨㄢㄉㄜㄊㄢ;pinhuacanguandetan,pinhuacanguanditan
張若宇貸款經紀;ㄓㄤㄖㄨㄛㄩㄉㄞㄎㄨㄢㄐ一ㄥㄐ一;zhangruoyudaikuanjingji
熱水爐;ㄖㄜㄕㄨㄟㄌㄨ;reshuilu
台北通管水電修漏;ㄊㄞㄅㄟㄊㄨㄥㄍㄨㄢㄕㄨㄟㄉ一ㄢㄒ一ㄡㄌㄡ;taibeitongguanshuidianxiulou
電機;ㄉ一ㄢㄐ一;dianji
泡菜;ㄆㄠㄘㄞ;paocai
動物醫療手術;ㄉㄨㄥㄨ一ㄌ一ㄠㄕㄡㄕㄨ;dongwuyiliaoshoushu
金牛美食;ㄐ一ㄣㄋ一ㄡㄇㄟㄕ,ㄐ一ㄣㄋ一ㄡㄇㄟㄙ;jinniumeishi,jinniumeisi
結腸鏡;ㄐ一ㄝㄔㄤㄐ一ㄥ;jiechangjing
鐘乳石;ㄓㄨㄥㄖㄨㄉㄢ,ㄓㄨㄥㄖㄨㄕ;zhongrushi,zhongrudan
混凝土卡車;ㄏㄨㄣㄋ一ㄥㄊㄨㄎㄚㄔㄜ,ㄏㄨㄣㄋ一ㄥㄊㄨㄎㄚㄐㄩ,ㄏㄨㄣㄋ一ㄥㄊㄨㄑ一ㄚㄔㄜ,ㄏㄨㄣㄋ一ㄥㄊㄨㄑ一ㄚㄐㄩ;hunningtukaju,hunningtukache,hunningtuqiaju,hunningtuqiache
天大錄影;ㄊ一ㄢㄉㄚㄌㄨ一ㄥ,ㄊ一ㄢㄉㄞㄌㄨ一ㄥ;tiandailuying,tiandaluying
年糕;ㄋ一ㄢㄍㄠ;niangao
張文鑫會計師;ㄓㄤㄨㄣㄒ一ㄣㄏㄨㄟㄐ一ㄕ,ㄓㄤㄨㄣㄒ一ㄣㄎㄨㄞㄐ一ㄕ;zhangwenxinkuaijishi,zhangwenxinhuijishi
吳淑蓉房地產經紀;ㄨ淑ㄖㄨㄥㄈㄤㄉ一ㄔㄢㄐ一ㄥㄐ一,ㄨ淑ㄖㄨㄥㄈㄤㄉㄜㄔㄢㄐ一ㄥㄐ一;wu淑rongfangdechanjingji,wu淑rongfangdichanjingji
皮膚MOH手術;ㄆ一ㄈㄨMOHㄕㄡㄕㄨ;pifuMOHshoushu
感應器;ㄍㄢ一ㄥㄑ一;ganyingqi
車庫門修理;ㄔㄜㄎㄨㄇㄣㄒ一ㄡㄌ一,ㄐㄩㄎㄨㄇㄣㄒ一ㄡㄌ一;jukumenxiuli,chekumenxiuli
明記麵家;ㄇ一ㄥㄐ一ㄇ一ㄢㄐ一ㄚ;mingjimianjia
大揚會計師事務所;ㄉㄚ一ㄤㄏㄨㄟㄐ一ㄕㄕㄨㄙㄨㄛ,ㄉㄚ一ㄤㄎㄨㄞㄐ一ㄕㄕㄨㄙㄨㄛ,ㄉㄞ一ㄤㄏㄨㄟㄐ一ㄕㄕㄨㄙㄨㄛ,ㄉㄞ一ㄤㄎㄨㄞㄐ一ㄕㄕㄨㄙㄨㄛ;daiyangkuaijishishiwusuo,daiyanghuijishishiwusuo,dayangkuaijishishiwusuo,dayanghuijishishiwusuo
看小孩;ㄎㄢㄒ一ㄠㄏㄞ;kanxiaohai
全民健保網;ㄑㄩㄢㄇ一ㄣㄐ一ㄢㄅㄠㄨㄤ;quanminjianbaowang
馬可汽車板金修護;ㄇㄚㄎㄜㄑ一ㄔㄜㄅㄢㄐ一ㄣㄒ一ㄡㄏㄨ,ㄇㄚㄎㄜㄑ一ㄐㄩㄅㄢㄐ一ㄣㄒ一ㄡㄏㄨ;makeqijubanjinxiuhu,makeqichebanjinxiuhu
過敏性皮炎;ㄍㄨㄛㄇ一ㄣㄒ一ㄥㄆ一一ㄢ;guominxingpiyan
高級疼痛治療中心;ㄍㄠㄐ一ㄊㄥㄊㄨㄥㄓㄌ一ㄠㄓㄨㄥㄒ一ㄣ;gaojitengtongzhiliaozhongxin
防爆器材出口;ㄈㄤㄅㄠㄑ一ㄘㄞㄔㄨㄎㄡ;fangbaoqicaichukou
上下眼臉手術;ㄕㄤㄒ一ㄚ一ㄢㄌ一ㄢㄕㄡㄕㄨ;shangxiayanlianshoushu
水泥地專家;ㄕㄨㄟㄋ一ㄉ一ㄓㄨㄢㄐ一ㄚ,ㄕㄨㄟㄋ一ㄉㄜㄓㄨㄢㄐ一ㄚ;shuinidezhuanjia,shuinidizhuanjia
蔡榮朗醫師;ㄘㄞㄖㄨㄥㄌㄤ一ㄕ;caironglangyishi
租約糾紛;ㄗㄨ一ㄠㄐ一ㄡㄈㄣ,ㄗㄨㄩㄝㄐ一ㄡㄈㄣ;zuyaojiufen,zuyuejiufen
愛馬仕;ㄞㄇㄚㄕ;aimashi
加長睫毛加長;ㄐ一ㄚㄓㄤㄐ一ㄝㄇㄠㄐ一ㄚㄓㄤ,ㄐ一ㄚㄓㄤㄐ一ㄝㄇㄠㄐ一ㄚㄔㄤ,ㄐ一ㄚㄔㄤㄐ一ㄝㄇㄠㄐ一ㄚㄓㄤ,ㄐ一ㄚㄔㄤㄐ一ㄝㄇㄠㄐ一ㄚㄔㄤ;jiachangjiemaojiachang,jiachangjiemaojiazhang,jiazhangjiemaojiachang,jiazhangjiemaojiazhang
美洲總代理;ㄇㄟㄓㄡㄗㄨㄥㄉㄞㄌ一;meizhouzongdaili
新成科技監視系統;ㄒ一ㄣㄔㄥㄎㄜㄐ一ㄐ一ㄢㄕㄒ一ㄊㄨㄥ;xinchengkejijianshixitong
大運河搬運公司;ㄉㄚㄩㄣㄏㄜㄅㄢㄩㄣㄍㄨㄥㄙ,ㄉㄞㄩㄣㄏㄜㄅㄢㄩㄣㄍㄨㄥㄙ;daiyunhebanyungongsi,dayunhebanyungongsi
簡體注音;ㄐ一ㄢㄊ一ㄓㄨ一ㄣ;jiantizhuyin
肩酸痛;ㄐ一ㄢㄙㄨㄢㄊㄨㄥ;jiansuantong
白尚和律師事務所─商業法;ㄅㄞㄕㄤㄏㄨㄛㄌㄩㄕㄕㄨㄙㄨㄛ─ㄕㄤ一ㄝㄈㄚ,ㄅㄞㄕㄤㄏㄢㄌㄩㄕㄕㄨㄙㄨㄛ─ㄕㄤ一ㄝㄈㄚ,ㄅㄞㄕㄤㄏㄜㄌㄩㄕㄕㄨㄙㄨㄛ─ㄕㄤ一ㄝㄈㄚ;baishanghuolvshishiwusuo─shangyefa,baishanghanlvshishiwusuo─shangyefa,baishanghelvshishiwusuo─shangyefa
園景;ㄩㄢㄐ一ㄥ;yuanjing
寫作加強班;ㄒ一ㄝㄗㄨㄛㄐ一ㄚㄑ一ㄤㄅㄢ;xiezuojiaqiangban
蒙市寵物專業寄宿中心;ㄇㄥㄕㄔㄨㄥㄨㄓㄨㄢ一ㄝㄐ一ㄙㄨㄓㄨㄥㄒ一ㄣ,ㄇㄥㄕㄔㄨㄥㄨㄓㄨㄢ一ㄝㄐ一ㄒ一ㄡㄓㄨㄥㄒ一ㄣ;mengshichongwuzhuanyejixiuzhongxin,mengshichongwuzhuanyejisuzhongxin
更換窗簾;ㄍㄥㄏㄨㄢㄔㄨㄤㄌ一ㄢ;genghuanchuanglian
規劃景觀;ㄍㄨㄟㄏㄨㄚㄐ一ㄥㄍㄨㄢ;guihuajingguan
下水道照相定位;ㄒ一ㄚㄕㄨㄟㄉㄠㄓㄠㄒ一ㄤㄉ一ㄥㄨㄟ;xiashuidaozhaoxiangdingwei
太陽能申請檢查;ㄊㄞ一ㄤㄋㄥㄕㄣㄑ一ㄥㄐ一ㄢㄔㄚ,ㄊㄞ一ㄤㄋㄥㄕㄣㄑ一ㄥㄐ一ㄢㄓㄚ;taiyangnengshenqingjianzha,taiyangnengshenqingjiancha
嘉華工程設計公司;ㄐ一ㄚㄏㄨㄚㄍㄨㄥㄔㄥㄕㄜㄐ一ㄍㄨㄥㄙ;jiahuagongchengshejigongsi
馮莉婷貸款經紀;ㄈㄥㄌ一ㄊ一ㄥㄉㄞㄎㄨㄢㄐ一ㄥㄐ一;fenglitingdaikuanjingji
委託書;ㄨㄟㄊㄨㄛㄕㄨ;weituoshu
四川菜;ㄙㄔㄨㄢㄘㄞ;sichuancai
豆瓣醬;ㄉㄡㄅㄢㄐ一ㄤ;doubanjiang
ARTE佛朗明歌舞劇院;ARTEㄈㄨㄌㄤㄇ一ㄥㄍㄜㄨㄐㄩㄩㄢ,ARTEㄈㄛㄌㄤㄇ一ㄥㄍㄜㄨㄐㄩㄩㄢ;ARTEfulangminggewujuyuan,ARTEfolangminggewujuyuan
佳霖花店;ㄐ一ㄚㄌ一ㄣㄏㄨㄚㄉ一ㄢ;jialinhuadian
水槽油漆;ㄕㄨㄟㄘㄠ一ㄡㄑ一;shuicaoyouqi
EDNET職業訓練學校;EDNETㄓ一ㄝㄒㄩㄣㄌ一ㄢㄒㄩㄝㄐ一ㄠ,EDNETㄓ一ㄝㄒㄩㄣㄌ一ㄢㄒㄩㄝㄒ一ㄠ;EDNETzhiyexunlianxuexiao,EDNETzhiyexunlianxuejiao
短拍屋;ㄉㄨㄢㄆㄞㄨ;duanpaiwu
加州大學─舊金山分校;ㄐ一ㄚㄓㄡㄉㄚㄒㄩㄝ─ㄐ一ㄡㄐ一ㄣㄕㄢㄈㄣㄐ一ㄠ,ㄐ一ㄚㄓㄡㄉㄚㄒㄩㄝ─ㄐ一ㄡㄐ一ㄣㄕㄢㄈㄣㄒ一ㄠ,ㄐ一ㄚㄓㄡㄉㄞㄒㄩㄝ─ㄐ一ㄡㄐ一ㄣㄕㄢㄈㄣㄐ一ㄠ,ㄐ一ㄚㄓㄡㄉㄞㄒㄩㄝ─ㄐ一ㄡㄐ一ㄣㄕㄢㄈㄣㄒ一ㄠ;jiazhoudaixue─jiujinshanfenxiao,jiazhoudaixue─jiujinshanfenjiao,jiazhoudaxue─jiujinshanfenxiao,jiazhoudaxue─jiujinshanfenjiao
作業系統;ㄗㄨㄛ一ㄝㄒ一ㄊㄨㄥ;zuoyexitong
園林;ㄩㄢㄌ一ㄣ;yuanlin
電欖;ㄉ一ㄢㄌㄢ;dianlan
富麗明眼鏡公司;ㄈㄨㄌ一ㄇ一ㄥ一ㄢㄐ一ㄥㄍㄨㄥㄙ;fulimingyanjinggongsi
眼斜;一ㄢㄒ一ㄝ;yanxie
患者;ㄏㄨㄢㄓㄜ;huanzhe
跳水;ㄊ一ㄠㄕㄨㄟ;tiaoshui
糖尿病;ㄊㄤㄙㄨㄟㄅ一ㄥ,ㄊㄤㄋ一ㄠㄅ一ㄥ;tangniaobing,tangsuibing
愛麗禮服出租‧訂製;ㄞㄌ一ㄌ一ㄈㄨㄔㄨㄗㄨ‧ㄉ一ㄥㄓ,ㄞㄌ一ㄌ一ㄅ一ㄔㄨㄗㄨ‧ㄉ一ㄥㄓ;aililibichuzu‧dingzhi,aililifuchuzu‧dingzhi
二號銅;ㄦㄏㄠㄊㄨㄥ;erhaotong
鮮蝦雲吞;ㄒ一ㄢㄒ一ㄚㄩㄣㄊㄨㄣ;xianxiayuntun
好景庭園;ㄏㄠㄐ一ㄥㄊ一ㄥㄩㄢ;haojingtingyuan
印像數碼沖印;一ㄣㄒ一ㄤㄕㄨㄚㄇㄚㄔㄨㄥ一ㄣ,一ㄣㄒ一ㄤㄕㄨㄇㄚㄔㄨㄥ一ㄣ;yinxiangshuomachongyin,yinxiangshumachongyin
萬事達報關行;ㄨㄢㄕㄉㄚㄅㄠㄍㄨㄢㄒ一ㄥ,ㄨㄢㄕㄉㄚㄅㄠㄍㄨㄢㄏㄤ;wanshidabaoguanxing,wanshidabaoguanhang
劉氏風水集團;ㄌ一ㄡㄕㄈㄥㄕㄨㄟㄐ一ㄊㄨㄢ;liushifengshuijituan
繁體;ㄈㄢㄊ一;fan ti
朱慕馨;ㄓㄨㄇㄨㄒ一ㄣ;zhumuxin
美亦恆醫療集團;ㄇㄟ一ㄏㄥ一ㄌ一ㄠㄐ一ㄊㄨㄢ;meiyihengyiliaojituan
加州四方職業介紹;ㄐ一ㄚㄓㄡㄙㄈㄤㄓ一ㄝㄐ一ㄝㄕㄠ;jiazhousifangzhiyejieshao
能源計算;ㄋㄥㄩㄢㄐ一ㄙㄨㄢ;nengyuanjisuan
道地小炒;ㄉㄠㄉ一ㄒ一ㄠㄔㄠ,ㄉㄠㄉㄜㄒ一ㄠㄔㄠ;daodexiaochao,daodixiaochao
燁泰運通有限公司;一ㄝㄊㄞㄩㄣㄊㄨㄥ一ㄡㄒ一ㄢㄍㄨㄥㄙ;yetaiyuntongyouxiangongsi
郵寄診所廣告;一ㄡㄐ一ㄓㄣㄙㄨㄛㄍㄨㄤㄍㄠ;youjizhensuoguanggao
四通建築裝修公司;ㄙㄊㄨㄥㄐ一ㄢㄓㄨㄓㄨㄤㄒ一ㄡㄍㄨㄥㄙ;sitongjianzhuzhuangxiugongsi
維修捲線器;ㄨㄟㄒ一ㄡㄐㄩㄢㄒ一ㄢㄑ一;weixiujuanxianqi
商業法律;ㄕㄤ一ㄝㄈㄚㄌㄩ;shangyefalv
順新汽車修理;ㄕㄨㄣㄒ一ㄣㄑ一ㄔㄜㄒ一ㄡㄌ一,ㄕㄨㄣㄒ一ㄣㄑ一ㄐㄩㄒ一ㄡㄌ一;shunxinqijuxiuli,shunxinqichexiuli
殺蟑螂大王;ㄕㄚㄓㄤㄌㄤㄉㄚㄨㄤ,ㄕㄚㄓㄤㄌㄤㄉㄞㄨㄤ;shazhanglangdaiwang,shazhanglangdawang
肩頸;ㄐ一ㄢㄐ一ㄥ;jianjing
一品建設;一ㄆ一ㄣㄐ一ㄢㄕㄜ;yipinjianshe
研究人員移民;一ㄢㄐ一ㄡㄖㄣㄩㄢ一ㄇ一ㄣ;yanjiurenyuanyimin
康樂裝修;ㄎㄤㄌㄜㄓㄨㄤㄒ一ㄡ,ㄎㄤㄩㄝㄓㄨㄤㄒ一ㄡ;kanglezhuangxiu,kangyuezhuangxiu
果汁;ㄍㄨㄛㄓ;guozhi
新舊引擎;ㄒ一ㄣㄐ一ㄡ一ㄣㄑ一ㄥ;xinjiuyinqing
曾文漢脊椎神經保健治療中心;ㄘㄥㄨㄣㄏㄢㄐ一ㄓㄨㄟㄕㄣㄐ一ㄥㄅㄠㄐ一ㄢㄓㄌ一ㄠㄓㄨㄥㄒ一ㄣ,ㄘㄥㄨㄣㄏㄢㄐ一ㄔㄨㄟㄕㄣㄐ一ㄥㄅㄠㄐ一ㄢㄓㄌ一ㄠㄓㄨㄥㄒ一ㄣ,ㄗㄥㄨㄣㄏㄢㄐ一ㄓㄨㄟㄕㄣㄐ一ㄥㄅㄠㄐ一ㄢㄓㄌ一ㄠㄓㄨㄥㄒ一ㄣ,ㄗㄥㄨㄣㄏㄢㄐ一ㄔㄨㄟㄕㄣㄐ一ㄥㄅㄠㄐ一ㄢㄓㄌ一ㄠㄓㄨㄥㄒ一ㄣ;cengwenhanjizhuishenjingbaojianzhiliaozhongxin,cengwenhanjichuishenjingbaojianzhiliaozhongxin,zengwenhanjizhuishenjingbaojianzhiliaozhongxin,zengwenhanjichuishenjingbaojianzhiliaozhongxin
洗牙拔牙;ㄒ一一ㄚㄅㄟ一ㄚ,ㄒ一一ㄚㄅㄚ一ㄚ;xiyabeiya,xiyabaya
天主教墓園;ㄊ一ㄢㄓㄨㄐ一ㄠㄇㄨㄩㄢ;tianzhujiaomuyuan
探病;ㄊㄢㄅ一ㄥ;tanbing
許氏參業集團;ㄒㄩㄕㄕㄣ一ㄝㄐ一ㄊㄨㄢ,ㄒㄩㄕㄘㄢ一ㄝㄐ一ㄊㄨㄢ;xushishenyejituan,xushicanyejituan
國際商務;ㄍㄨㄛㄐ一ㄕㄤㄨ;guojishangwu
國泰地產─楊顯淳;ㄍㄨㄛㄊㄞㄉ一ㄔㄢ─一ㄤㄒ一ㄢㄔㄨㄣ,ㄍㄨㄛㄊㄞㄉㄜㄔㄢ─一ㄤㄒ一ㄢㄔㄨㄣ;guotaidechan─yangxianchun,guotaidichan─yangxianchun
收報控制;ㄕㄡㄅㄠㄎㄨㄥㄓ;shoubaokongzhi
